GEO_ID,GEO_LABEL,GEO_DISPLAY_NAME,,Meal Gap (# of meals needed per year for food security),Food Insecure (% of residents),SNAP Benefits (% households),Bodega to Supermarket Ratio (#)
36081004401,"Census Tract 44.01, Queens County, New York",,,,13.1,21.91011236,
36081004500,"Census Tract 45, Queens County, New York",,,,8.9,9.274193548,
36081004700,"Census Tract 47, Queens County, New York",,,,14.9,30.96774194,
36081005000,"Census Tract 50, Queens County, New York",,,,16.1,30.3030303,
36081005100,"Census Tract 51, Queens County, New York",,,,21.5,19.76911977,
36081005200,"Census Tract 52, Queens County, New York",,,,13.6,21.10960758,
36081005300,"Census Tract 53, Queens County, New York",,,,12.7,6.700167504,
36081005400,"Census Tract 54, Queens County, New York",,,,11.1,12.94749403,
36081005500,"Census Tract 55, Queens County, New York",,,,11.9,23.74301676,
36081005700,"Census Tract 57, Queens County, New York",,,,16.6,14.72286374,
36081005800,"Census Tract 58, Queens County, New York",,,,9.9,14.24180328,
36081005900,"Census Tract 59, Queens County, New York",,,,11.6,6.546929316,
36081006100,"Census Tract 61, Queens County, New York",,,,11.7,6.054054054,
36081006201,"Census Tract 62.01, Queens County, New York",,,,13.1,12.01147365,
36081006202,"Census Tract 62.02, Queens County, New York",,,,15.8,16.59229209,
36081006300,"Census Tract 63, Queens County, New York",,,,13.6,6.199021207,
36081006501,"Census Tract 65.01, Queens County, New York",,,,12.2,6.091070373,
36081006502,"Census Tract 65.02, Queens County, New York",,,,12.7,3.727431567,
36081006900,"Census Tract 69, Queens County, New York",,,,14.7,13.44430218,
36081007100,"Census Tract 71, Queens County, New York",,,,10.9,8.633944412,
36081007300,"Census Tract 73, Queens County, New York",,,,10.2,3.603158934,
36081007500,"Census Tract 75, Queens County, New York",,,,13,10.26276648,
36081007700,"Census Tract 77, Queens County, New York",,,,10.3,0.684931507,
36081007900,"Census Tract 79, Queens County, New York",,,,15.6,20.79796265,
36081008100,"Census Tract 81, Queens County, New York",,,,9.5,5.815831987,
36081008300,"Census Tract 83, Queens County, New York",,,,11.3,14.08016444,
36081008500,"Census Tract 85, Queens County, New York",,,,18.4,10.09174312,
36081008600,"Census Tract 86, Queens County, New York",,,,10,12.6340882,
36081008700,"Census Tract 87, Queens County, New York",,,,25.3,55.8601782,
36081008800,"Census Tract 88, Queens County, New York",,,,9.3,9.595959596,
36081009100,"Census Tract 91, Queens County, New York",,,,13.1,18.43971631,
36081009400,"Census Tract 94, Queens County, New York",,,,11.3,15.7622739,
36081009500,"Census Tract 95, Queens County, New York",,,,12,6.441048035,
36081009600,"Census Tract 96, Queens County, New York",,,,8.3,18.44660194,
36081009700,"Census Tract 97, Queens County, New York",,,,8.8,6.422651934,
36081009800,"Census Tract 98, Queens County, New York",,,,14.7,16.54465593,
36081009900,"Census Tract 99, Queens County, New York",,,,15,,
36081010000,"Census Tract 100, Queens County, New York",,,,9.9,20.59701493,
36081010100,"Census Tract 101, Queens County, New York",,,,9.4,2.88184438,
36081010200,"Census Tract 102, Queens County, New York",,,,13.4,17.14285714,
36081010300,"Census Tract 103, Queens County, New York",,,,12.7,7.857142857,
36081010400,"Census Tract 104, Queens County, New York",,,,9.6,18.51040526,
36081010500,"Census Tract 105, Queens County, New York",,,,17.4,32.59803922,
36081010600,"Census Tract 106, Queens County, New York",,,,14.8,25.46082949,
36081010701,"Census Tract 107.01, Queens County, New York",,,,15,,
36081010800,"Census Tract 108, Queens County, New York",,,,14.8,18.81785283,
36081011000,"Census Tract 110, Queens County, New York",,,,11,23.39667458,
36081011100,"Census Tract 111, Queens County, New York",,,,11.4,8.99339934,
36081011200,"Census Tract 112, Queens County, New York",,,,17.7,23.51046699,
36081011300,"Census Tract 113, Queens County, New York",,,,9.9,8.549365692,
36081011400,"Census Tract 114, Queens County, New York",,,,11.8,21.26436782,
36081011500,"Census Tract 115, Queens County, New York",,,,8,7.488584475,
36081011600,"Census Tract 116, Queens County, New York",,,,9.3,9.225092251,
36081011700,"Census Tract 117, Queens County, New York",,,,9.8,8.426596445,
36081011800,"Census Tract 118, Queens County, New York",,,,13.6,11.64901664,
36081011900,"Census Tract 119, Queens County, New York",,,,12.9,7.227138643,
36081012000,"Census Tract 120, Queens County, New York",,,,16,15.78947368,
36081012100,"Census Tract 121, Queens County, New York",,,,9.3,4.480874317,
36081012200,"Census Tract 122, Queens County, New York",,,,10.5,24.05228758,
36081012301,"Census Tract 123.01, Queens County, New York",,,,9.4,7.432432432,
36081012400,"Census Tract 124, Queens County, New York",,,,9.5,16.52694611,
36081012500,"Census Tract 125, Queens County, New York",,,,9.5,6.18705036,
36081012601,"Census Tract 126.01, Queens County, New York",,,,9.1,10.63829787,
36081012602,"Census Tract 126.02, Queens County, New York",,,,8.7,19.35047361,
36081012800,"Census Tract 128, Queens County, New York",,,,9.1,15.84158416,
36081013000,"Census Tract 130, Queens County, New York",,,,13.1,17.09090909,
36081013200,"Census Tract 132, Queens County, New York",,,,13.9,16.7192429,
36081013400,"Census Tract 134, Queens County, New York",,,,13.2,13.01535974,
36081013500,"Census Tract 135, Queens County, New York",,,,9.9,4.088586031,
36081013600,"Census Tract 136, Queens County, New York",,,,8.4,8.896797153,
36081013700,"Census Tract 137, Queens County, New York",,,,8.5,6.695156695,
36081013800,"Census Tract 138, Queens County, New York",,,,11.9,11.47655703,
36081014000,"Census Tract 140, Queens County, New York",,,,7.1,5.461254613,
36081014100,"Census Tract 141, Queens County, New York",,,,11.2,8.120300752,
36081014201,"Census Tract 142.01, Queens County, New York",,,,11.5,15.37190083,
36081014202,"Census Tract 142.02, Queens County, New York",,,,13.1,11.40065147,
36081014300,"Census Tract 143, Queens County, New York",,,,13.3,8.819875776,
36081014400,"Census Tract 144, Queens County, New York",,,,10.5,13.30798479,
36081014500,"Census Tract 145, Queens County, New York",,,,14.2,5.561861521,
36081014700,"Census Tract 147, Queens County, New York",,,,10.5,6.254826255,
36081014800,"Census Tract 148, Queens County, New York",,,,14.5,18.82129278,
36081014900,"Census Tract 149, Queens County, New York",,,,11.9,13.47031963,
36081015000,"Census Tract 150, Queens County, New York",,,,8.7,19.04761905,
36081015100,"Census Tract 151, Queens County, New York",,,,14,8.143607706,
36081015200,"Census Tract 152, Queens County, New York",,,,14.3,24.1046832,
36081015300,"Census Tract 153, Queens County, New York",,,,9.7,7.28929385,
36081015400,"Census Tract 154, Queens County, New York",,,,14.1,10.72026801,
36081015500,"Census Tract 155, Queens County, New York",,,,9.4,6.285072952,
36081015600,"Census Tract 156, Queens County, New York",,,,9.9,25.06265664,
36081015700,"Census Tract 157, Queens County, New York",,,,13,6.467661692,
36081015801,"Census Tract 158.01, Queens County, New York",,,,14.4,14.85468245,
36081015802,"Census Tract 158.02, Queens County, New York",,,,9.8,19.62233169,
36081015900,"Census Tract 159, Queens County, New York",,,,14.8,8.548479633,
36081016100,"Census Tract 161, Queens County, New York",,,,14.1,9.443725744,
36081016300,"Census Tract 163, Queens County, New York",,,,19.6,31.54246101,
36081016400,"Census Tract 164, Queens County, New York",,,,10.2,16.61166117,
36081016600,"Census Tract 166, Queens County, New York",,,,9.7,19.07894737,
36081016800,"Census Tract 168, Queens County, New York",,,,11,20.74592075,
36081016900,"Census Tract 169, Queens County, New York",,,,8.7,5.88004704,
36081017000,"Census Tract 170, Queens County, New York",,,,11.9,19.10569106,
36081017100,"Census Tract 171, Queens County, New York",,,,15,,
36081017200,"Census Tract 172, Queens County, New York",,,,10.1,23.22580645,
36081017400,"Census Tract 174, Queens County, New York",,,,11.6,15.58441558,
36081017600,"Census Tract 176, Queens County, New York",,,,14.3,14.75409836,
36081017800,"Census Tract 178, Queens County, New York",,,,8.6,22.23974763,
36081017900,"Census Tract 179, Queens County, New York",,,,16.8,8.988764045,
36081018000,"Census Tract 180, Queens County, New York",,,,25.7,34.47204969,
36081018101,"Census Tract 181.01, Queens County, New York",,,,12.5,10.64842356,
36081018102,"Census Tract 181.02, Queens County, New York",,,,9.9,2.694300518,
36081018200,"Census Tract 182, Queens County, New York",,,,11.3,27.33612273,
36081018300,"Census Tract 183, Queens County, New York",,,,10.7,8.465608466,
36081018401,"Census Tract 184.01, Queens County, New York",,,,13.9,21.23893805,
36081018402,"Census Tract 184.02, Queens County, New York",,,,12.7,24.06504065,
36081018501,"Census Tract 185.01, Queens County, New York",,,,11.2,7.677419355,
36081018502,"Census Tract 185.02, Queens County, New York",,,,9.5,10.5680317,
36081018600,"Census Tract 186, Queens County, New York",,,,11.1,19.01960784,
36081018700,"Census Tract 187, Queens County, New York",,,,6.4,8.940719145,
36081018800,"Census Tract 188, Queens County, New York",,,,9.2,16.14583333,
36081018900,"Census Tract 189, Queens County, New York",,,,9.9,12.19903692,
36081019000,"Census Tract 190, Queens County, New York",,,,8,8.721804511,
36081019200,"Census Tract 192, Queens County, New York",,,,9.1,16.48690293,
36081019400,"Census Tract 194, Queens County, New York",,,,12.3,20.09864365,
36081019600,"Census Tract 196, Queens County, New York",,,,14.5,22.04030227,
36081019800,"Census Tract 198, Queens County, New York",,,,17.1,21.11650485,
36081019900,"Census Tract 199, Queens County, New York",,,,15.4,9.659090909,
36081020200,"Census Tract 202, Queens County, New York",,,,17.4,28.08716707,
36081020400,"Census Tract 204, Queens County, New York",,,,14,25.4601227,
36081020500,"Census Tract 205, Queens County, New York",,,,7.9,14.83375959,
36081020600,"Census Tract 206, Queens County, New York",,,,11.7,13.00813008,
36081020800,"Census Tract 208, Queens County, New York",,,,12,14.26332288,
36081021200,"Census Tract 212, Queens County, New York",,,,21.3,31.44758735,
36081021400,"Census Tract 214, Queens County, New York",,,,19.8,12.12950296,
36081021600,"Census Tract 216, Queens County, New York",,,,11,11.40829694,
36081021900,"Census Tract 219, Queens County, New York",,,,15,,
36081022001,"Census Tract 220.01, Queens County, New York",,,,14.1,9.626388421,
36081022002,"Census Tract 220.02, Queens County, New York",,,,10.9,9.900258589,
36081022900,"Census Tract 229, Queens County, New York",,,,37.7,100,
36081023000,"Census Tract 230, Queens County, New York",,,,9.4,6.505576208,
36081023200,"Census Tract 232, Queens County, New York",,,,10.8,12.57685858,
36081023500,"Census Tract 235, Queens County, New York",,,,10.9,9.351432881,
36081023600,"Census Tract 236, Queens County, New York",,,,11.6,17.81946073,
36081023800,"Census Tract 238, Queens County, New York",,,,16.9,19.9197861,
36081024000,"Census Tract 240, Queens County, New York",,,,18.5,22.47353224,
36081024300,"Census Tract 243, Queens County, New York",,,,7.7,12.13535589,
36081024500,"Census Tract 245, Queens County, New York",,,,6.9,6.268364349,
36081024600,"Census Tract 246, Queens County, New York",,,,15,,
36081024700,"Census Tract 247, Queens County, New York",,,,8.1,9.898989899,
36081024900,"Census Tract 249, Queens County, New York",,,,10.5,5.44,
36081025100,"Census Tract 251, Queens County, New York",,,,7.4,8.017908018,
36081025301,"Census Tract 253.01, Queens County, New York",,,,12.1,8.286674132,
36081025302,"Census Tract 253.02, Queens County, New York",,,,8.5,10.73253833,
36081025400,"Census Tract 254, Queens County, New York",,,,19.8,40.41752225,
36081025500,"Census Tract 255, Queens County, New York",,,,10.2,9.145129225,
36081025700,"Census Tract 257, Queens County, New York",,,,6,8.256880734,
36081025800,"Census Tract 258, Queens County, New York",,,,15.8,24.54212454,
36081025900,"Census Tract 259, Queens County, New York",,,,9.9,10.96014493,
36081026000,"Census Tract 260, Queens County, New York",,,,21.6,29.72972973,
36081026100,"Census Tract 261, Queens County, New York",,,,12.1,6.663763066,
36081026200,"Census Tract 262, Queens County, New York",,,,11.5,11.49425287,
36081026300,"Census Tract 263, Queens County, New York",,,,12.4,10.7012987,
36081026400,"Census Tract 264, Queens County, New York",,,,17,23.76111817,
36081026500,"Census Tract 265, Queens County, New York",,,,10.2,13.174946,
36081026600,"Census Tract 266, Queens County, New York",,,,23.3,38.99456522,
36081026700,"Census Tract 267, Queens County, New York",,,,12.1,19.1670848,
36081026901,"Census Tract 269.01, Queens County, New York",,,,10,21.84671092,
36081026902,"Census Tract 269.02, Queens County, New York",,,,11.6,25.02011263,
36081027000,"Census Tract 270, Queens County, New York",,,,21.3,32.31441048,
36081027100,"Census Tract 271, Queens County, New York",,,,11.1,16.83168317,
36081027200,"Census Tract 272, Queens County, New York",,,,12.3,26.17449664,
36081027300,"Census Tract 273, Queens County, New York",,,,8.4,22.39004887,
36081027400,"Census Tract 274, Queens County, New York",,,,9.5,20.83333333,
36081027500,"Census Tract 275, Queens County, New York",,,,9.5,22.06549118,
36081027600,"Census Tract 276, Queens County, New York",,,,8.2,22.59615385,
36081027700,"Census Tract 277, Queens County, New York",,,,8.9,14.76190476,
36081027800,"Census Tract 278, Queens County, New York",,,,18.7,28.84160757,
36081027900,"Census Tract 279, Queens County, New York",,,,8.5,20.11637573,
36081028000,"Census Tract 280, Queens County, New York",,,,7.9,15.86638831,
36081028100,"Census Tract 281, Queens County, New York",,,,10.6,10.2390618,
36081028200,"Census Tract 282, Queens County, New York",,,,7.5,9.056603774,
36081028300,"Census Tract 283, Queens County, New York",,,,9.6,9.174022699,
36081028400,"Census Tract 284, Queens County, New York",,,,13.8,28.78787879,
36081028500,"Census Tract 285, Queens County, New York",,,,16.4,19.19578746,
36081028700,"Census Tract 287, Queens County, New York",,,,8.5,8.856502242,
36081028800,"Census Tract 288, Queens County, New York",,,,9.6,7.898448519,
36081028900,"Census Tract 289, Queens County, New York",,,,9.3,9.314671815,
36081029100,"Census Tract 291, Queens County, New York",,,,11.1,5.435759209,
36081029300,"Census Tract 293, Queens County, New York",,,,6.8,9.265175719,
36081029400,"Census Tract 294, Queens County, New York",,,,9.1,15.99654129,
36081029500,"Census Tract 295, Queens County, New York",,,,6.1,6.991260924,
36081029700,"Census Tract 297, Queens County, New York",,,,9.3,8.615384615,
36081029900,"Census Tract 299, Queens County, New York",,,,15,,
36081030600,"Census Tract 306, Queens County, New York",,,,10.7,17.13632902,
36081030902,"Census Tract 309.02, Queens County, New York",,,,10.7,13.30876331,
36081030903,"Census Tract 309.03, Queens County, New York",,,,9,10.81560284,
36081030904,"Census Tract 309.04, Queens County, New York",,,,11.9,18.28153565,
36081031700,"Census Tract 317, Queens County, New York",,,,7.2,6.386701662,
36081032000,"Census Tract 320, Queens County, New York",,,,15.4,10.92745638,
36081032700,"Census Tract 327, Queens County, New York",,,,12.3,15.60926485,
36081032800,"Census Tract 328, Queens County, New York",,,,9.2,17.93103448,
36081032900,"Census Tract 329, Queens County, New York",,,,8.2,17.98816568,
36081033000,"Census Tract 330, Queens County, New York",,,,9.5,13.31658291,
36081033100,"Census Tract 331, Queens County, New York",,,,15,,
36081033401,"Census Tract 334.01, Queens County, New York",,,,9.4,13.06436119,
36081033402,"Census Tract 334.02, Queens County, New York",,,,13,12.55527479,
36081033700,"Census Tract 337, Queens County, New York",,,,6.4,12.09876543,
36081033900,"Census Tract 339, Queens County, New York",,,,8.8,13.56255969,
36081034700,"Census Tract 347, Queens County, New York",,,,10.9,15.69416499,
36081035100,"Census Tract 351, Queens County, New York",,,,10.7,16.08478803,
36081035200,"Census Tract 352, Queens County, New York",,,,10,8.536585366,
36081035300,"Census Tract 353, Queens County, New York",,,,12,29.88826816,
36081035700,"Census Tract 357, Queens County, New York",,,,11.1,13.18051576,
36081035800,"Census Tract 358, Queens County, New York",,,,11.7,16.18224666,
36081036100,"Census Tract 361, Queens County, New York",,,,13,27.63358779,
36081036300,"Census Tract 363, Queens County, New York",,,,14.7,23.76425856,
36081036500,"Census Tract 365, Queens County, New York",,,,12.1,15.41401274,
36081036600,"Census Tract 366, Queens County, New York",,,,13,18.66125761,
36081036700,"Census Tract 367, Queens County, New York",,,,13.4,17.52717391,
36081036800,"Census Tract 368, Queens County, New York",,,,12,11.71497585,
36081037100,"Census Tract 371, Queens County, New York",,,,8.2,3.962703963,
36081037300,"Census Tract 373, Queens County, New York",,,,8.7,15.76506955,
36081037500,"Census Tract 375, Queens County, New York",,,,10.4,28.61736334,
36081037600,"Census Tract 376, Queens County, New York",,,,9.2,16.04418727,
36081037700,"Census Tract 377, Queens County, New York",,,,9.2,26,
36081037900,"Census Tract 379, Queens County, New York",,,,7.9,27.60416667,
36081038100,"Census Tract 381, Queens County, New York",,,,11,33.08139535,
36081038301,"Census Tract 383.01, Queens County, New York",,,,15,,
36081038302,"Census Tract 383.02, Queens County, New York",,,,15,,
36081038400,"Census Tract 384, Queens County, New York",,,,11.4,19.73875181,
36081039400,"Census Tract 394, Queens County, New York",,,,12.1,16.2540366,
36081039800,"Census Tract 398, Queens County, New York",,,,8.1,10.51625239,
36081039900,"Census Tract 399, Queens County, New York",,,,6.9,17.38197425,
36081040000,"Census Tract 400, Queens County, New York",,,,7.1,7.936507937,
36081040100,"Census Tract 401, Queens County, New York",,,,12,29,
36081040200,"Census Tract 402, Queens County, New York",,,,10.4,12.30425056,
36081040300,"Census Tract 403, Queens County, New York",,,,15.1,32.43243243,
36081040400,"Census Tract 404, Queens County, New York",,,,13.2,22.33384853,
36081040500,"Census Tract 405, Queens County, New York",,,,12.1,33.86880857,
36081040700,"Census Tract 407, Queens County, New York",,,,11.2,30.73394495,
36081040900,"Census Tract 409, Queens County, New York",,,,13.9,37.32452519,
36081041100,"Census Tract 411, Queens County, New York",,,,10,28.13559322,
36081041300,"Census Tract 413, Queens County, New York",,,,10.4,38.74239351,
36081041400,"Census Tract 414, Queens County, New York",,,,17.9,28.56088561,
36081041500,"Census Tract 415, Queens County, New York",,,,10.6,30.41385948,
36081042400,"Census Tract 424, Queens County, New York",,,,9,17.76859504,
36081042600,"Census Tract 426, Queens County, New York",,,,46.8,,
36081042700,"Census Tract 427, Queens County, New York",,,,12.4,30.23829088,
36081043200,"Census Tract 432, Queens County, New York",,,,10.9,17.81170483,
36081043400,"Census Tract 434, Queens County, New York",,,,6.7,13.2505176,
36081043701,"Census Tract 437.01, Queens County, New York",,,,11.6,24.18478261,
36081043702,"Census Tract 437.02, Queens County, New York",,,,15.9,30.80962801,
36081043900,"Census Tract 439, Queens County, New York",,,,15.1,26.57342657,
36081044000,"Census Tract 440, Queens County, New York",,,,16.4,19.05195989,
36081044301,"Census Tract 443.01, Queens County, New York",,,,25.7,49.55680902,
36081044302,"Census Tract 443.02, Queens County, New York",,,,13,28.49206349,
36081044400,"Census Tract 444, Queens County, New York",,,,17.2,25.55673383,
36081044601,"Census Tract 446.01, Queens County, New York",,,,13.9,24.92038217,
36081044602,"Census Tract 446.02, Queens County, New York",,,,21.5,34.07572383,
36081044800,"Census Tract 448, Queens County, New York",,,,16.4,10.39136302,
36081045000,"Census Tract 450, Queens County, New York",,,,8.3,9.005628518,
36081045200,"Census Tract 452, Queens County, New York",,,,8.4,14.21319797,
36081045400,"Census Tract 454, Queens County, New York",,,,12.5,8.973487424,
36081045500,"Census Tract 455, Queens County, New York",,,,13.1,31.78163352,
36081045600,"Census Tract 456, Queens County, New York",,,,12.8,21.62162162,
36081045700,"Census Tract 457, Queens County, New York",,,,10.2,11.56316916,
36081045800,"Census Tract 458, Queens County, New York",,,,11,6.392045455,
36081045900,"Census Tract 459, Queens County, New York",,,,9.9,16.78607984,
36081046000,"Census Tract 460, Queens County, New York",,,,14.3,23.91418106,
36081046100,"Census Tract 461, Queens County, New York",,,,13.3,12.92613636,
36081046200,"Census Tract 462, Queens County, New York",,,,10.9,18.78669276,
36081046300,"Census Tract 463, Queens County, New York",,,,9,24.49177154,
36081046400,"Census Tract 464, Queens County, New York",,,,12.6,8.803611738,
36081046500,"Census Tract 465, Queens County, New York",,,,10.6,16.89497717,
36081046600,"Census Tract 466, Queens County, New York",,,,11.8,13.48563007,
36081046700,"Census Tract 467, Queens County, New York",,,,13.8,24.88455618,
36081046800,"Census Tract 468, Queens County, New York",,,,13.5,20.20725389,
36081046900,"Census Tract 469, Queens County, New York",,,,13.1,18.98545319,
36081047000,"Census Tract 470, Queens County, New York",,,,13.1,21.68539326,
36081047100,"Census Tract 471, Queens County, New York",,,,15.5,18.09885932,
36081047200,"Census Tract 472, Queens County, New York",,,,9.2,7.953723789,
36081047300,"Census Tract 473, Queens County, New York",,,,11.9,9.228901032,
36081047500,"Census Tract 475, Queens County, New York",,,,12.1,13.62318841,
36081047600,"Census Tract 476, Queens County, New York",,,,6.5,3.896103896,
36081047800,"Census Tract 478, Queens County, New York",,,,10.2,11.5819209,
36081047900,"Census Tract 479, Queens County, New York",,,,13.8,20.23880597,
36081048000,"Census Tract 480, Queens County, New York",,,,11.3,15.61514196,
36081048100,"Census Tract 481, Queens County, New York",,,,13.4,15.52238806,
36081048200,"Census Tract 482, Queens County, New York",,,,12.2,11.92214112,
36081048300,"Census Tract 483, Queens County, New York",,,,9.5,10.80851064,
36081048400,"Census Tract 484, Queens County, New York",,,,8.6,17.28723404,
36081048500,"Census Tract 485, Queens County, New York",,,,8.3,6.126760563,
36081048900,"Census Tract 489, Queens County, New York",,,,7.2,11.37440758,
36081049200,"Census Tract 492, Queens County, New York",,,,10.9,14.82093664,
36081049301,"Census Tract 493.01, Queens County, New York",,,,8.9,8.219178082,
36081049302,"Census Tract 493.02, Queens County, New York",,,,7.2,4.53038674,
36081049500,"Census Tract 495, Queens County, New York",,,,11.5,12.6252505,
36081049600,"Census Tract 496, Queens County, New York",,,,7.7,11.49425287,
36081049700,"Census Tract 497, Queens County, New York",,,,7.9,5.858170606,
36081049900,"Census Tract 499, Queens County, New York",,,,11.1,9.468540012,
36081050000,"Census Tract 500, Queens County, New York",,,,16.7,18.51612903,
36081050201,"Census Tract 502.01, Queens County, New York",,,,5.4,11.51832461,
36081050202,"Census Tract 502.02, Queens County, New York",,,,11.3,15.34391534,
36081050400,"Census Tract 504, Queens County, New York",,,,11.9,16.35338346,
36081050500,"Census Tract 505, Queens County, New York",,,,9.9,2.094240838,
36081050600,"Census Tract 506, Queens County, New York",,,,8.8,17.55196305,
36081050700,"Census Tract 507, Queens County, New York",,,,11,10.78651685,
36081050800,"Census Tract 508, Queens County, New York",,,,12.2,29.53451043,
36081051000,"Census Tract 510, Queens County, New York",,,,9.6,16.70103093,
36081051100,"Census Tract 511, Queens County, New York",,,,7.3,4.97311828,
36081051200,"Census Tract 512, Queens County, New York",,,,12.4,24.66165414,
36081051300,"Census Tract 513, Queens County, New York",,,,6.6,5.890227577,
36081051500,"Census Tract 515, Queens County, New York",,,,8.2,7.314974182,
36081051600,"Census Tract 516, Queens County, New York",,,,19.4,29.72027972,
36081051700,"Census Tract 517, Queens County, New York",,,,7.8,5.120910384,
36081051800,"Census Tract 518, Queens County, New York",,,,11.5,11.32686084,
36081052000,"Census Tract 520, Queens County, New York",,,,9.2,12.76102088,
36081052100,"Census Tract 521, Queens County, New York",,,,7.6,5.446927374,
36081052200,"Census Tract 522, Queens County, New York",,,,3.9,15.44715447,
36081052400,"Census Tract 524, Queens County, New York",,,,10.2,15.50387597,
36081052500,"Census Tract 525, Queens County, New York",,,,10.5,7.620320856,
36081052600,"Census Tract 526, Queens County, New York",,,,11.4,13.99631676,
36081052800,"Census Tract 528, Queens County, New York",,,,10.5,16.66666667,
36081053000,"Census Tract 530, Queens County, New York",,,,7,11.57407407,
36081053100,"Census Tract 531, Queens County, New York",,,,12.2,3.518821604,
36081053200,"Census Tract 532, Queens County, New York",,,,10,21.74688057,
36081053401,"Census Tract 534.01, Queens County, New York",,,,7.5,23.1496063,
36081053500,"Census Tract 535, Queens County, New York",,,,12.1,20.19230769,
36081053601,"Census Tract 536.01, Queens County, New York",,,,12.5,12.84046693,
36081053800,"Census Tract 538, Queens County, New York",,,,10.9,13.49557522,
36081053900,"Census Tract 539, Queens County, New York",,,,9.4,10.37402964,
36081054000,"Census Tract 540, Queens County, New York",,,,14,11.44032922,
36081054200,"Census Tract 542, Queens County, New York",,,,7.9,11.47079521,
36081054500,"Census Tract 545, Queens County, New York",,,,12.1,15.74864236,
36081054700,"Census Tract 547, Queens County, New York",,,,8.2,15.34722222,
36081054800,"Census Tract 548, Queens County, New York",,,,7.3,13.3126935,
36081054900,"Census Tract 549, Queens County, New York",,,,11.1,13.23877069,
36081055100,"Census Tract 551, Queens County, New York",,,,12.5,14.90322581,
36081055200,"Census Tract 552, Queens County, New York",,,,9.7,4.464285714,
36081055300,"Census Tract 553, Queens County, New York",,,,12.5,24.59396752,
36081055400,"Census Tract 554, Queens County, New York",,,,8.8,5.423280423,
36081055500,"Census Tract 555, Queens County, New York",,,,9.5,15.36189069,
36081055600,"Census Tract 556, Queens County, New York",,,,6.2,2.611367127,
36081055700,"Census Tract 557, Queens County, New York",,,,10,8.481824661,
36081055800,"Census Tract 558, Queens County, New York",,,,5.9,5.611222445,
36081055900,"Census Tract 559, Queens County, New York",,,,11.1,13.9275766,
36081056000,"Census Tract 560, Queens County, New York",,,,5.6,11.1827957,
36081056100,"Census Tract 561, Queens County, New York",,,,12.2,0,
36081056200,"Census Tract 562, Queens County, New York",,,,6.2,9.913793103,
36081056400,"Census Tract 564, Queens County, New York",,,,9.9,17.20430108,
36081056500,"Census Tract 565, Queens County, New York",,,,8.1,9.270216963,
36081056600,"Census Tract 566, Queens County, New York",,,,7.6,12.6984127,
36081056700,"Census Tract 567, Queens County, New York",,,,3.2,8.563899868,
36081056800,"Census Tract 568, Queens County, New York",,,,14.4,13.46292297,
36081057700,"Census Tract 577, Queens County, New York",,,,8.9,6.060606061,
36081057900,"Census Tract 579, Queens County, New York",,,,11.3,11.30298273,
36081058000,"Census Tract 580, Queens County, New York",,,,11.3,12.65116279,
36081058100,"Census Tract 581, Queens County, New York",,,,8.5,7.181818182,
36081058200,"Census Tract 582, Queens County, New York",,,,9.8,17.09006928,
36081058300,"Census Tract 583, Queens County, New York",,,,7.2,6.910569106,
36081058500,"Census Tract 585, Queens County, New York",,,,7.3,9.364081062,
36081058700,"Census Tract 587, Queens County, New York",,,,7.8,9.223300971,
36081058900,"Census Tract 589, Queens County, New York",,,,12.4,10.89045484,
36081059000,"Census Tract 590, Queens County, New York",,,,8.3,3.791469194,
36081059100,"Census Tract 591, Queens County, New York",,,,9.9,6.792265741,
36081059200,"Census Tract 592, Queens County, New York",,,,8.2,16.41414141,
36081059300,"Census Tract 593, Queens County, New York",,,,10.9,6.341789052,
36081059400,"Census Tract 594, Queens County, New York",,,,6.5,6.145251397,
36081059500,"Census Tract 595, Queens County, New York",,,,12,14.41717791,
36081059600,"Census Tract 596, Queens County, New York",,,,9.5,2.428256071,
36081059800,"Census Tract 598, Queens County, New York",,,,5.6,9.490333919,
36081059900,"Census Tract 599, Queens County, New York",,,,11.2,1.153846154,
36081060000,"Census Tract 600, Queens County, New York",,,,6.1,8.73015873,
36081060100,"Census Tract 601, Queens County, New York",,,,9,12.56613757,
36081060300,"Census Tract 603, Queens County, New York",,,,8.7,2.293577982,
36081060600,"Census Tract 606, Queens County, New York",,,,4.2,10.8559499,
36081060701,"Census Tract 607.01, Queens County, New York",,,,12.5,0,
36081060800,"Census Tract 608, Queens County, New York",,,,4.8,15.89403974,
36081061000,"Census Tract 610, Queens County, New York",,,,7.9,12,
36081061200,"Census Tract 612, Queens County, New York",,,,5,5.23255814,
36081061301,"Census Tract 613.01, Queens County, New York",,,,11.8,14.14507772,
36081061302,"Census Tract 613.02, Queens County, New York",,,,15,,
36081061400,"Census Tract 614, Queens County, New York",,,,8.4,3.299492386,
36081061601,"Census Tract 616.01, Queens County, New York",,,,5,13.5501355,
36081061602,"Census Tract 616.02, Queens County, New York",,,,3.7,10.57142857,
36081061800,"Census Tract 618, Queens County, New York",,,,7.1,8.175182482,
36081061900,"Census Tract 619, Queens County, New York",,,,10.1,4.580152672,
36081062000,"Census Tract 620, Queens County, New York",,,,3.8,8.108108108,
36081062100,"Census Tract 621, Queens County, New York",,,,10,6.276150628,
36081062200,"Census Tract 622, Queens County, New York",,,,8.2,9.327217125,
